FACID,FACNAME,CONTACT_PHONE_NUMBER,LATITUDE,LONGITUDE
140000615,RUBICON PROGRAMS DAY TREATMENT,(510) 235-1516,37.933935,-122.345244
140000621,PLASTIC & RECONSTRUCTIVE SURGERY CENTER,(925) 462-3700,37.67042,-121.872932
140000623,BAART RICHMOND CLINIC,(510) 323-0874,37.925107,-122.341127
140000626,VALLEY MEMORIAL HOSPITAL D/P SNF,(925) 447-7000,37.678763,-121.782578
140000628,"OPTIMA OPHTHALMIC MEDICAL ASSOCIATES, INC.",(510) 886-3937,37.675673,-122.078702
140000634,EAST BAY PERITONEAL DIALYSIS CENTER,(510) 614-1380,37.713888,-122.140983
140000639,"THE SURGERY CTR OF ALTA BATES SUMMIT MED CTR, LLC",(510) 547-2244,37.827802,-122.264853
140000661,NEWARK WELLNESS,(510) 535-7480,37.536593,-122.028201
140000662,YOUTH INTERAGENCY ASSESSMENT & CONSULTATION TEAM,(925) 646-5240,37.983854,-122.046702
140000700,CONCORD SOCIAL ACTIVITY CENTER,(925) 671-3307,37.977322,-122.032271
140000702,AB 3632 PROGRAM CONTRA COSTA COUNTY,(415) 646-5667,37.983854,-122.046702
140000711,LA FAMILIA CHILDREN'S DAY TREATMENT PROGRAM,(510) 887-0303,37.648072,-122.075925
140000713,SAN LEANDRO SURGERY CENTER,(510) 276-2800,37.705257,-122.128714
140000718,WEST COUNTY OLDER ADULTS CLINIC,(510) 464-4416,37.934822,-122.340947
140000749,SOJOURNE COMMUNITY COUNSELING CENTER,(510) 374-3813,37.934647,-122.339733
140000750,MISSION VALLEY SURGERY CENTER,(510) 796-4500,37.562791,-121.959225
140000766,EDEN COMMUNITY MENTAL HEALTH CENTER,(510) 667-7500,37.70835,-122.120363
140000777,ACADEMY OF CHINESE CULTURE AND HEALTH SCIENCES,(510) 763-7787,37.806693,-122.272733
140000797,VALLEYCARE MEDICAL CENTER,(925) 447-7000,37.692164,-121.880005
140000807,GLADMAN DAY TREATMENT PROGRAM MENTAL HEALTH,(510) 536-8111,37.790885,-122.223195
140000838,ANTIOCH MENTAL HEALTH CLINIC,(925) 427-8664,38.005982,-121.832238
140000840,SENECA CENTER FOR CHILDREN AND FAMILIES,(510) 226-6180,37.53223,-121.963447
140000844,CENTRAL OAKLAND COMMUNITY MENTAL HEALTH CENTER,(510) 271-4380,37.805175,-122.265782
140000898,NOVACARE REHABILITATION AGENCY OF NO. CALIFORNIA,(925) 256-7206,37.910166,-122.044813
140000935,CALIFORNIA EYE CLINIC,(925) 754-2300,37.983412,-121.804801
140000981,FRESENIUS MEDICAL CARE DIABLO CONCORD,(925) 798-8844,37.980796,-122.06712
140000994,"LASER SURGERY CENTER, LTD",(925) 944-9400,37.92101,-122.029725
140001022,WILLIAM E. TURNER,(510) 792-3555,37.547438,-121.983803
140001024,MARSHA WANG,(510) 651-6215,37.488204,-121.928668
140001025,BRIAN PETER QUINN,(925) 443-9030,37.660891,-121.782393
140001026,JANET YAMADA-SOTO,(510) 549-2225,37.867562,-122.268268
140001027,BARBARA V. BLAKENEY,(510) 451-9007,37.817831,-122.265279
140001028,CAROLYN S. HAMILTON,(925) 838-9846,37.774859,-121.980604
140001029,FRANCINE MANUEL,(510) 839-1275,37.817831,-122.265279
140001030,JANICE H. KING,(925) 685-6551,37.985157,-122.034054
140001031,JOHN S. POLOS,(510) 763-8911,37.819004,-122.264918
140001032,RODNEY SILVEIRA,(510) 792-3555,37.547438,-121.983803
140001033,SUSAN SONODA,(707) 746-5527,38.047271,-122.137117
140001034,DONNA J. SESLAR,(707) 746-5527,38.047271,-122.137117
140001035,ALAIN SERKISSIAN,(510) 724-1248,37.996748,-122.301744
140001036,GREGORY GORECKI,(510) 525-8525,37.912436,-122.309242
140001037,ANGELIKA VOSS-QUINN,(925) 443-9030,37.660891,-121.782393
140001038,LISA S. IACOVELLI,(510) 527-9535,37.887338,-122.297891
140001039,STEVEN CHRISTIANSEN,(925) 939-8710,37.912013,-122.041808
140001040,MA-LAI FARRELL,(925) 934-1109,37.895073,-122.053097
140001042,DEBRA HAEGEL,(510) 533-3280,37.778561,-122.227758
140001043,SIMON GIBSON,(510) 531-7313,37.822813,-122.207523
140001044,JEANNE POWERS,(510) 782-7200,37.668082,-122.119446
140001045,PATRICIA SCOTT,(925) 838-9846,37.774859,-121.980604
140001074,UNION CITY PHYSICAL THERAPY,(510) 487-0902,37.588194,-122.016853
140001075,PHYSIOTHERAPY ASSOCIATES,(510) 732-7881,37.635728,-122.12047
140001076,VALLEY MEMORIAL HOSPITAL D/P APH,(925) 447-7000,37.678763,-121.782578
140001084,"TERRY HANSFORD, PTIP",(510) 465-9891,37.821285,-122.26216
140001105,NOVACARE OUTPATIENT REHABILITATION,(510) 724-1248,37.996748,-122.301744
140001109,PHYSIOTHERAPY ASSOCIATES,(925) 939-8710,37.912013,-122.041808
140001110,JOSEPH STARR,(510) 999-9999,37.985157,-122.034054
140001148,OAKLAND PERITONEAL DIALYSIS CENTER,(510) 597-0104,37.839981,-122.259856
140001152,NOVACARE OUTPATIENT REHABILITATION,(510) 537-0272,37.69372,-122.073711
140001161,FAMILY HEALTH & WELLNESS REHABILITATION,(510) 276-7143,37.703384,-122.130106
140001168,NOVACARE OUTPATIENT REHABILITATION - OAKLAND,(510) 893-7463,37.807072,-122.267904
140001184,EYE MD LASER AND SURGERY CENTER,(510) 000-0000,37.819334,-122.2666
140001187,WEBSTER SURGERY CENTER,(510) 451-1875,37.821285,-122.26216
140001200,"EAST BAY ENDOSCOPY CENTER, L.P.",(510) 654-4554,37.84005,-122.291128
140001213,CENTRAL HEALTH CENTER,(510) 271-4263,37.816079,-122.266612
140001214,HAYWARD WELLNESS,(510) 535-7480,37.651363,-122.105191
140001264,MEE MEMORIAL OUTPATIENT CENTER,(831) 385-7100,36.208113,-121.133865
140001279,SEQUOIA SURGICAL PAVILION,(925) 935-6700,37.926157,-122.02595
140001282,PHYSIOTHERAPY ASSOCIATES REHABILITATION CENTER,(510) 835-5633,37.821285,-122.26216
140001288,BAY SURGERY CENTER,(510) 647-5101,37.852512,-122.260229
140001295,"SAN RAMON ENDOSCOPY CENTER, INC.",(925) 275-9966,37.77548,-121.95885
140001299,THE TRESANTI MEDICAL CORPORATION,(925) 275-1685,37.776946,-121.960049
140001302,PLEASANTON SURGERY CENTER,,37.671079,-121.872822
140001303,PREMIER SURGERY CENTER,,37.981261,-122.032923
140001307,OPTIONS FOR WOMEN OF CALIFORNIA,(925) 827-0100,37.955591,-121.966794
140001308,SATELLITE WELLBOUND OF FREMONT,(510) 739-3810,37.550107,-121.974137
140001309,EAST BAY ENDOSURGERY CENTER,(510) 893-1600,37.80591,-122.27175
140001314,NEW WAY ICF/DD-H #5,(925) 427-0877,38.014323,-121.904863
140001316,NEW WAY ICF/DD-N #N1,(925) 625-8155,37.982319,-121.683723
140001318,NEW WAY ICF/DD-N #5,(925) 688-1527,37.999279,-121.855455
140001320,NEW WAY ICF/DD-N #N2,(925) 625-0313,37.982392,-121.685208
140001322,AMERICAN STAR HOME III,(925) 625-5159,37.971293,-121.69827
140001324,NEW WAY ICF/DD-H #2,(925) 671-9372,37.98214,-122.013027
140001326,NEW WAY ICF/DD-H #3,(925) 688-1520,37.957301,-121.966097
140001328,NEW WAY ICF/DD-N #N4,(925) 688-1527,37.974291,-121.688857
140001330,NEW WAY ICF/DD-N #N3,(925) 625-4503,37.971027,-121.684267
140001332,HAPPY VALLEY,(925) 942-0466,37.916385,-122.074577
140001334,NEW WAY ICF/DD-H #1,(925) 753-1990,37.999721,-121.851677
140001336,HAPPY VALLEY #2,(925) 689-7973,37.964904,-122.009624
140001338,WINGS I,(925) 754-5184,38.002881,-121.852586
140001340,HAPPY VALLEY #3,(925) 798-1893,37.970551,-121.992776
140001342,HAPPY VALLEY ICF/DD-H #4,(925) 944-1222,37.969542,-121.991443
140001344,PUTNAM ICF,(925) 755-0910,37.989689,-121.825603
140001346,NEW WAY ICF/DD-H #7,(925) 688-1527,38.001518,-121.877042
140001348,FRANCISCO ICF,(925) 755-3447,37.98788,-121.824372
140001350,HAPPY VALLEY #5,(925) 827-2922,37.962755,-122.010829
140001352,SAN JUAN ICF,(925) 778-4855,37.988683,-121.830164
140001354,PUTNAM WEST ICF,(925) 754-6872,37.989617,-121.827915
140001356,NULL DRIVE ICF/DD-H,(925) 757-0887,37.999266,-121.849886
140001360,BELLE ICF,(925) 706-8130,38.004398,-121.854461
140001362,HAPPY VALLEY #6,(925) 944-1222,37.952178,-122.023866
140001365,BAART ANTIOCH CLINIC,(925) 522-0124,37.984521,-121.804203
140001366,CONNIE'S ICF/DD-H,(925) 829-1938,37.727737,-121.942534
140001370,"BAY AREA ENDOSCOPY CENTER, LLC",(510) 537-4415,37.675739,-122.083395
140001371,AMERICAN STAR HOME II,(925) 757-4121,37.963882,-121.796628
140001375,SAN RAMON SURGERY CENTER,(925) 838-6880,37.772776,-121.988518
140001378,ALAMEDA ELDER SERVICES,(510) 521-9200,37.776907,-122.276684
140001379,CANYON PINOLE SURGERY CENTER,(510) 724-9500,38.004295,-122.297245
150001216,HIGH DESERT STATE PRISON - CORRECTIONAL TREATMENT CENTER,(530) 251-5100,40.40501,-120.52597
150001221,PELICAN BAY STATE PRISON C.T.C.,(707) 465-1000,41.855377,-124.155738
150001229,CSP-SACRAMENTO - CORRECTIONAL TREATMENT CENTER,(916) 985-8610,38.683648,-121.159488
150001236,CA MEDICAL FAC - ROBERT ALEXANDER MEMORIAL HOSPICE,(707) 449-6500,38.330891,-121.979298
150001237,MULE CREEK PRISON CORRECTIONAL TREATMENT CENTER,(209) 274-4911,38.3696292,-120.9533449
170001853,CALIFORNIA STATE PRISON - LOS ANGELES COUNTY,(661) 729-2000,34.697148,-118.236615
170001855,DEPARTMENT OF STATE HOSPITALS - PATTON,(909) 425-7000,34.121062,-117.167543
170001857,DEPARTMENT OF STATE HOSPITALS - PATTON D/P ICF,(909) 425-7000,34.121062,-117.167543
170001858,DEPARTMENT OF STATE HOSPITALS - METROPOLITAN,(562) 863-7011,33.928148,-118.063984
170001860,DEPARTMENT OF STATE HOSPITALS - METROPOLITAN,(562) 863-7011,33.928148,-118.063984
170001867,VETERANS HOME OF CALIFORNIA - BARSTOW,(760) 252-6200,34.867683,-117.024243
170001870,VETERANS HOME OF CALIFORNIA - CHULA VISTA,(619) 205-1478,32.621822,-117.026066
170001873,LA COUNTY SHERIFF'S DEPT TWIN TOWERS CTC,(213) 893-5460,34.059617,-118.230137
170001879,CSP-CORCORAN - CTC - JOHN D KLARICH MEMORIAL,(559) 992-8800,36.063483,-119.542135
170001882,PARIS-LAMB HEALTH CENTER,(559) 665-5531,37.089055,-120.147133
170001884,PLEASANT VALLEY CORRECTIONAL TREATMENT CENTER,(559) 935-4900,36.137123,-120.25328
170001886,"SUBSTANCE ABUSE TREATMENT FACILITY, CTC (SATF-CTC)",(559) 992-7100,36.0525532,-119.5536827
170001890,"WASCO STATE PRISON RECEPTION CENTER, CTC",(661) 758-8400,35.600064,-119.402513
170001892,SALINAS VALLEY CORRECTIONAL TREATMENT CENTER,(831) 678-5500,36.463684,-121.38483
170001895,CENTINELA STATE PRISON CTC,(760) 337-7900,32.845298,-115.57234
170001897,RICHARD J. DONOVAN CORRECTIONAL FACILITY - CTC,(619) 661-6500,32.58075,-116.931069
220000007,SAN MATEO MEDICAL CENTER,(650) 573-2222,37.531324,-122.29801
220000020,KINDRED TRANSITIONAL CARE AND REHABILITATION-LAWTON,(415) 566-1200,37.758939,-122.463839
220000060,KINDRED NURSING AND REHABILITATION-NINETEENTH AVENUE,(415) 661-8787,37.749627,-122.476198
220000086,SHEFFIELD CONVALESCENT HOSPITAL,(415) 647-3117,37.755035,-122.416483
220000112,KAISER FOUNDATION HOSPITAL HOME HEALTH - BRANCH,(650) 742-2000,37.634418,-122.426386
220000217,SAINT FRANCIS MEMORIAL HOSPITAL  CAPD,(415) 775-4321,37.789572,-122.417078
220000218,SAN MATEO MEDICAL CENTER D/P SNF,(650) 573-2222,37.531324,-122.29801
220000314,MISSION MENTAL HEALTH ACUTE DAY TREATMENT,(415) 558-5822,37.761009,-122.417051
220000315,MISSION CRISIS UNIT,(415) 255-3632,37.768141,-122.40775
220000332,COMMUNITY CRISIS SERVICE OF SAN FRANCISCO,(415) 255-3632,37.784259,-122.440367
220000334,SAN MATEO MEDICAL CENTER D/P APH,(650) 573-2222,37.531324,-122.29801
220000346,CENTRAL CITY DAY TREATMENT,(415) 864-0207,37.783089,-122.415843
220000385,U.C. CENTER ON DEAFNESS,(415) 476-4980,37.786966,-122.448651
220000418,TENDERLION FAMILY PROGRAM,(415) 929-2424,37.782655,-122.410699
220000422,CHILD & FAMILY TREATMENT CENTER,(415) 731-1911,37.773522,-122.449618
220000428,"STEVENS, BARBARA PT-IP",(415) 668-5870,37.773218,-122.452057
220000457,"KECKLEY, PAUL L. PT-IP",(415) 999-9999,37.48807,-122.240234
220000527,SOUTH GRANT ICF/DD-H,(650) 578-1183,37.5591,-122.30485
220000544,"PROFESSIONAL TREATMENT, INC.",(650) 363-4401,37.48743,-122.233592
220000551,CITYWIDE CASE MANAGEMENT (RECIDIVISM),(415) 673-5700,37.783219,-122.41587
220000563,SILVER AVENUE FAMILY HEALTH CENTER,(415) 715-0300,37.732287,-122.406206
220000564,CHINATOWN PUBLIC HEALTH CENTER,(415) 705-8500,37.797053,-122.411844
220000571,PRESIDIO SURGERY CENTER,(415) 346-1218,37.784773,-122.439864
220000605,THUNDERSEED AFTERCARE PROGRAM,(415) 333-1818,37.723992,-122.456801
220000611,FAMILY SERVICES AGENCY GERIATRIC DAY TREATMENT,(415) 474-7310,37.782697,-122.424108
220000626,CAMPUS SURGERY CENTER LP,(650) 991-2000,37.665241,-122.47624
220000633,CHILDREN'S HOSPITAL GERIATRIC SERVICES,(415) 753-6073,37.761531,-122.501729
220000639,SPECIAL PROGRAM FOR YOUTH (SPY),(415) 753-7760,37.745716,-122.451952
220000642,TENDERLOIN ADULT MENTAL HEALTH OUTPATIENT CLINIC,(415) 673-5700,37.783219,-122.41587
220000643,MISSION CHILD ADOLESCENT FAMILY SERVICE,(415) 255-3632,37.761039,-122.417054
220000644,CHINATOWN CHILD DEVELOPMENT CENTER,(415) 255-3632,37.792647,-122.406015
220000646,TEAM I,(415) 255-3632,37.768141,-122.40775
220000649,BAART-TOWNSEND STREET CLINIC,(415) 543-2656,37.78096,-122.390048
220000670,"JOHNS, RICHARD A. PT-IP",(650) 355-4558,37.651173,-122.492241
220000686,CASARC (CHILD & ADLSNT. SEXUAL ABUSE RESRC. CTR),(415) 821-8386,37.756322,-122.406585
220000696,SO. COUNTY MENTAL HEALTH CENTER,(650) 363-4111,37.488748,-122.233965
220000697,FAIR OAKS FAMILY HEALTH CENTER,(650) 364-6010,37.478882,-122.214645
220000699,LOS ALTOS SURGERY CENTER,(650) 209-1100,37.359356,-122.092888
220000715,SAN FRANCISCO RAPE TREATMENT CENTER,(415) 206-3222,37.756322,-122.406585
220000718,"YAKUSHI, FRANK PT-IP",(650) 871-1590,37.634662,-122.425879
220000720,"GUARINO, EDWIN B. PT-IP",(650) 712-0570,37.460801,-122.429634
220000795,"JAMES, DANIEL L. PT-IP",(415) 664-6492,37.737303,-122.469791
220000804,SHANNON ICF/DDH HOME,(650) 991-7396,37.670329,-122.453426
220000805,BYRON ICF/DDH HOME,(650) 991-3926,37.679626,-122.486047
220000827,THE LYONS MANOR,(650) 299-0738,37.471609,-122.234712
220000829,BAY HORIZON ICF/DD-H,(650) 347-1164,37.572879,-122.306313
220000847,ANA'S ICF/DD-N,(650) 588-6498,37.65583,-122.422691
220000872,CRANE HOUSE,(650) 548-0381,37.570385,-122.30704
220000873,AMERICAN STAR HOME I,(650) 548-1903,37.568838,-122.310914
220000903,DEL MONTE ICF/DD-N,(650) 876-0549,37.656085,-122.442347
220000912,ASHER CLINIC,(415)461-8233,37.945652,-122.507357
220000922,"PENINSULA ENDOSCOPY CENTER, LLC",(650) 373-1970,37.566256,-122.326026
220000925,MEDICAL DIAGNOSTIC,(415) 386-1380,37.781113,-122.479477
220000926,KATHRYNE MANOR ICF/DD-H,(650) 703-3532,37.571504,-122.30383
220000928,COTTONWOOD HOME ICF/DDH,(650) 742-6689,37.62965,-122.445661
220000932,CASA NOVA ICF/DDH,(650) 341-9620,37.536713,-122.283789
220000933,JAMES COURT MANOR,(650) 347-7619,37.568675,-122.309341
220000937,NEWMAN ICF/DDN HOME,(650) 994-1596,37.660686,-122.455609
220000947,LIFEWAYS PACE AT THE CORONET,(415) 447-1000,37.780695,-122.459953
220000955,STEPHANIE'S ICF/DDN,(650) 757-7115,37.662339,-122.452996
220000968,DAKOTA ICF/DD-H,(650) 685-4779,37.570183,-122.309002
220000979,"SPINAL DIAGNOSTICS & TREATMENT CENTER, LLC",(650) 755-0733,37.665241,-122.47624
220000982,"PHILIP'S HOME, ICF/DD-H",(650) 758-1112,37.664551,-122.457917
220000988,CRESTVIEW ICF/DDN HOME,(650) 757-7725,37.528612,-122.283363
220000990,"DANIEL BURNHAM COURT SURGERY CENTER, LLC",(415) 441-1888,37.786955,-122.422524
240001910,TOIYABE INDIAN HEALTH PROJECT INC.,(760) 873-8464,37.362037,-118.418338
220000997,"ABJ SURGERY CENTER, INC. A MEDICAL CORP.",(650) 348-8600,37.566736,-122.327862
220001020,IDYLWOOD CARE CENTER,(408) 739-2383,37.352017,-122.055782
220001024,MISSION SKILLED NURSING & SUBACUTE CENTER,(408) 248-3736,37.334269,-121.950239
220001041,SUNNYVALE POST-ACUTE CENTER,(408) 245-8070,37.352436,-122.059324
220001051,CEDAR CREST NURSING AND REHABILITATION CENTER,(408) 738-4880,37.352314,-122.018267
220001073,VISTA CENTER FOR THE BLIND AND VISUALLY IMPAIRED,(650) 858-0202,37.408665,-122.14654
220001078,EL CAMINO AMBULATORY SURGERY CENTER LLC,(650) 961-1200,37.369346,-122.077966
220001087,ROTACARE - COASTSIDE CLINIC,(),37.464724,-122.433873
220001088,ROTACARE - SANTA CRUZ CLINIC,(),36.975745,-121.981952
220001091,ROTACARE - MONTEREY PENINSULA,(),36.601683,-121.848998
220001093,ROTACARE - SAN RAFAEL,(),37.97212,-122.528082
220001095,ROTACARE - SAN LEANDRO CLINIC,(),37.705223,-122.153586
220001097,ROTACARE - DALY CITY,(),37.691154,-122.474024
220001113,MIDPENINSULA SPEECH & LANGUAGE CLINIC,(650) 321-8111,37.436331,-122.177785
220001114,FAIROAKS HEALTH CENTER,(408) 730-8176,37.364688,-122.023961
220001122,LARCHMONT HOME,(650) 994-3673,37.687708,-122.483697
220001127,"SEACLIFF ICF/DD-H, INC.",(650) 359-0500,37.636181,-122.468642
220001130,ORCHARD CREEK SURGERY CENTER,(650) 969-5600,37.36727,-122.084551
240001936,KAISER ONTARIO VINEYARD ASC,(909) 724-7070,34.03245,-117.611058
220001133,NOVACARE OUTPATIENT REHABILITATION,(650) 999-9999,37.509745,-122.254699
220001136,NURSING & REHAB AT HOME,(650) 286-4272,37.559,-122.302035
220001141,ADAMS ICF/DD-N,(650) 522-8108,37.555638,-122.297111
220001143,WAVERLEY SURGERY CENTER,(650) 324-0600,37.445772,-122.157657
220001147,ANTON'S HOME,(650) 553-5009,37.637164,-122.455677
220001151,SELECT PHYSICAL THERAPY,(650) 498-4840,37.446185,-122.157243
220001154,"HOSPITAL DRIVE SURGERY CENTER, LLC",(650) 567-9800,37.369049,-122.081745
220001155,4JS HOME,(650) 872-1708,37.631596,-122.452253
220001157,CAMEO ICF/DDH HOME,(650) 921-2769,37.661646,-122.454508
220001160,ROSEWOOD HOME ICF/DDH,(650) 583-3503,37.637937,-122.43254
220001162,SUSAN MANOR ICF/DD-H,(650) 359-7865,37.635302,-122.459836
220001164,PEAK PHYSICAL THERAPY,(408) 366-1735,37.322957,-122.046399
220001166,"BERKSHIRE MANOR, INC.",(650) 873-8887,37.634037,-122.452848
220001168,"POST STREET SURGERY CENTER, LLC",(415) 923-3770,37.784342,-122.439289
220001176,UCSF CHILDREN'S RENAL CENTER,(415) 353-2425,37.7664996,-122.3905586
220001180,SAN MATEO SURGERY CENTER,(650) 570-0529,37.550656,-122.315099
220001183,UCSF ADULT CHRONIC DIALYSIS,(415) 885-7421,37.785181,-122.43819
220001186,SAN FRANCISCO ENDOSCOPY CENTER LLC,(415) 345-0100,37.786756,-122.451215
220001187,"DIGESTIVE CARE MEDICAL CENTER, INC.",(650) 596-8118,37.501095,-122.254665
220001188,"DIGESTIVE DIAGNOSTIC CENTER, INC.",(650) 757-7900,37.666745,-122.468604
220001189,SAN FRANCISCO GENERAL HOSPITAL RENAL CENTER,(415) 206-3517,37.755054,-122.405081
220001190,ATHERTON ENDOSCOPY CENTER,(650) 363-2800,37.465885,-122.20705
220001191,PACIFIC HEIGHTS SURGERY CENTER,(415) 567-1171,37.787675,-122.44376
220001192,CORINTHIAN CARE CENTER,(408) 364-1916,37.266872,-121.993538
220001194,TUPAZ HOME #12,(408) 866-4590,37.278629,-121.98981
220001196,THE BRADFORD HOME ICF/DD-N,(650) 758-2722,37.667442,-122.457589
220001198,SAN FRANCISCO SURGERY CENTER,(415) 393-9600,37.789358,-122.407788
230000006,GLENN MEDICAL CENTER,(530) 934-1800,39.520493,-122.208109
230000011,MODOC MEDICAL CENTER,(530) 233-5131,41.480028,-120.544356
230000021,SURPRISE VALLEY COMMUNITY HOSPITAL,(530) 279-6111,41.532039,-120.17186
230000022,TRINITY HOSPITAL,(530) 623-5541,40.737845,-122.940448
230000044,WILLOWS CENTER,(530) 934-2834,39.52365,-122.205995
230000049,HOME HEALTH SERVICES,(530) 524-1408,40.580821,-122.353006
230000083,HILL COUNTRY COMMUNITY CLINIC,(530) 337-6243,40.803721,-121.939693
230000087,MERCY MT SHASTA COMMUNITY CLINIC,(530) 926-5105,41.31894,-122.323086
240001937,CONTOUR AESTHETIC SURGERY CENTER,(909) 982-1002,34.107239,-117.639732
230000109,NVDS - OLD LANTERN,(530) 222-5633,40.612717,-122.413316
230000112,SURGERY CENTER OF NORTHERN CALIFORNIA,(530) 241-4044,40.585742,-122.385379
230000144,SURPRISE VALLEY COMMUNITY HOSPITAL D/P SNF,(530) 279-6111,41.532075,-120.171859
230000197,TRINITY HOSPITAL D/P SNF,(530) 623-5541,40.737845,-122.940448
230000228,BUTTE HOME HEALTH HOSPICE,(530) 895-0462,39.771302,-121.874014
230000261,RIDEOUT MEMORIAL HOSPITAL,(530) 749-4300,39.138772,-121.59341
230000268,SIERRA NEVADA HOME CARE,(530) 274-6350,39.221997,-121.030024
230000291,NEVADA COUNTY MENTAL HEALTH,(530) 265-1437,39.22021,-121.031783
230000341,LASSEN SURGERY CENTER,(530) 257-7773,40.413785,-120.637997
230000353,EYE LIFE INSTITUTE AMBULATORY SURGERY CENTER,(530) 877-2020,39.767665,-121.600342
230000363,THE ELGIN HOME,(530) 876-9646,39.764832,-121.630406
230000369,GLENN MEDICAL CENTER FAMILY MEDICAL CENTER,(530) 934-1816,39.520493,-122.208109
230000385,ENLOE MEDICAL CENTER - COHASSET,(530) 332-5250,39.752031,-121.847643
230000389,MODOC MEDICAL CENTER D/P SNF,(530) 233-5131,41.480028,-120.544356
230000405,ENLOE REHABILITATION CENTER,(530) 332-7300,39.753554,-121.866865
230000420,ENLOE MEDICAL CENTER - W. EAST AVE,(530) 332-6138,39.753554,-121.866865
230000427,THE ALPINE HOME,(530) 877-4006,39.769196,-121.620778
230000439,VIBRA HOSPITAL OF NORTHERN CALIFORNIA,,40.585654,-122.414027
230000453,PLUMAS RURAL HEALTH CENTER,(530) 283-5640,39.939153,-120.961803
230000456,MODOC MEDICAL CENTER-FAMILY PRACTICE CLINIC,(530) 233-5131,41.479974,-120.544354
230000468,"NVDS, INC - VALENTINE HOUSE",(530) 244-4457,40.564444,-122.378651
230000497,"NVDS, INC - HARPOLE HOUSE",(530) 222-8954,40.552857,-122.344665
230000501,THE ENDOSCOPY CENTER,(530) 671-3671,39.142072,-121.616134
230000514,ORCHARD HOSPITAL MEDICAL SPECIALTY CENTER,(530) 846-5671,39.366989,-121.690989
230000518,ANDERSON MEDICAL ASSOCIATES,(530) 365-2545,40.450282,-122.296803
230000527,GRAEAGLE MEDICAL CLINIC RHC,(530) 836-1122,39.734409,-120.574033
230000557,THE ALPINE HOME II,(530) 872-3352,39.764116,-121.599595
230000558,RESIDENTIAL MANAGEMENT SERVICES,(530) 221-0424,40.622571,-122.339124
230000560,RCCA - AUGUSTA LANE #2,(530) 755-2609,39.104982,-121.651163
230000563,RCCA AUGUSTA LANE #1,(530) 755-3027,39.104746,-121.646418
230000576,GOOSE LAKE MEDICAL SERVICES,(530) 233-2288,41.480555,-120.542451
230000583,"CRESSWELL PHYSICAL THERAPY & HAND REHAB, INC.",(530) 244-7686,40.573733,-122.392249
230000586,ANDERSON WALK-IN MEDICAL CLINIC,(530) 365-4412,40.454964,-122.29284
230000593,PORTOLA MEDICAL/DENTAL CLINIC RHC,(530) 832-4211,39.805222,-120.47025
